,image,First_caption,Second_caption,Thrid_caption,Forth_caption,Fifth_caption,new_caption,1_gram_bleu,2_gram_bleu,3_gram_bleu,4_gram_bleu,culmulated_4_gram_bleu
17,3691800116_6a7b315e46.jpg,batter playing cricket missed the ball and the person behind him is catching it,cricket player misses the pitch,man struck out playing cricket,man wearing white including shin guards swings the bat in cricket game,the three men are playing cricket,boy in red shirt is jumping on the ground,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.384292958842266e-231
18,369186134_5eef374112.jpg,group of three dogs are walking through the snow,three dogs in the snow by fence,three dogs next to blue fence in the snow,three dogs standing in snow next to blue fence,two yellow dogs and small dog walk through snow,two dogs are playing in the snow,0.8571428571428571,0.5,0.2,2.2250738585072626e-308,6.608446987146148e-78
19,369244499_752f0c1018.jpg,man playing piano,man plays piano painted with an image of woman on it,man with ponytail is playing decorated piano in the street next to table with red cloth,man with ponytail plays piano in public,person playing piano that has mermaid painting on the side,man in red shirt and black shirt is sitting on bench,0.45454545454545453,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.4959003140449574e-231
20,3692593096_fbaea67476.jpg,airplane emitting heavy red colored smoke,an airplane is flying over the mountain trying to extinguish fire,small plane is dropping red chemical over the mountaintops,red spray is being ejected by an orange and white plane flying over the hilltops,small red airplane flies over mountaintop dropping red substance over fire,man is standing on the mountain,0.5,0.2,2.2250738585072626e-308,2.2250738585072626e-308,8.38826642100846e-155
21,3692746368_ab7d97ab31.jpg,two people are dragging yellow raft into river,two people are in pond pulling life raft,two people are pushing yellow dinghy through stream as man is running towards them,two people in brown hats pull yellow tube in small pond surrounded by greenery,two people trudge through the water with their raft,two people are riding on the beach,0.4953587998572467,0.2889592999167272,0.17337557995003636,1.928867353251809e-308,4.677477553605556e-78
22,3692836015_d11180727b.jpg,group of people in green shirts push cannon in parade,people in matching outfits next to canon,several people dressed in like jerseys roll an old cannon during competition,six men are pushing large wooden wheel along the ground in front of an audience,young adults wearing uniforms wheel contraption,two men are riding horses in the street,0.5,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,7.711523862191631e-155
23,3692892751_f6574e2700.jpg,man does trick on his skateboard in front of crowd,skateboarder without shirt grabs his board in the air,young man shocks the audience with his skateboard tricks,man with no shirt and tatoos on back airborne with skateboard in hand,the skateboarder performs jump in front of crowd of spectators,man in red shirt is standing on the street,0.5555555555555556,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.5728604687011317e-231
24,3693297007_94512e861e.jpg,girl in white shirt is looking down at bunch of people sitting on the ground,group of people are standing and sitting around on the ground at night,group of people gather outside on the pavement some standing some sitting,group of people standing and sitting outdoors,young adults gather near bright light,two men are standing on the street,0.5714285714285714,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,9.85444998995587e-155
25,369360998_ba56fb436f.jpg,blonde woman with red backpack in the snow,lady with headband is in the snow near red backpack,woman outside in the snow holds container that produces steam,woman with camping gear is heating something up in the snow,woman making drinks outdoors in snowy landscape,man in red jacket is standing on the street,0.4444444444444444,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.4875195904069663e-231
26,3693961165_9d6c333d5b.jpg,black dog is looking through the fence,brown dog runs along fence,dark brown dog is running along fence outside,large black dog runs along fence in the grass,the brown greyhound dog walks on green grass and looks through fence,dog is running through the grass,1.0,0.8,0.25,2.2250738585072626e-308,8.167583944917616e-78
27,3694064560_467683205b.jpg,man talks to boy,an older man is speaking to boy while both are sitting,two boys talking while wearing unique outfits,two males in period costume are having conversation,two people sitting on benches and looking at each other,man in black shirt and black shirt is sitting on bench,0.5454545454545454,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,7.208781414766327e-155
28,3694071771_ce760db4c7.jpg,cyclist,man riding on red bicycle,man wearing white and red helmet riding his red bike down the street,man with red helmet and numbers on his arm and leg is riding red racing bike,man with red helmet is riding on red bicycle,man in red shirt is riding bike,0.7142857142857143,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,8.761982757198608e-155
29,3694093650_547259731e.jpg,group of men in period clothing are standing in front of hut,group of people dressed as pirates,the people are in older looking attire,the people in white and maroon clothes are in wooden building,the seven men are gathered,man in red shirt and black and white and black and white woman are standing in front of building,0.47368421052631576,0.2777777777777778,0.17647058823529413,0.12500000000000003,0.2321091111741996
30,3694219419_a7a83d4886.jpg,group of adults and children play with parachute outdoors,group of children are waving large cloth up and down,group of people holding up bed sheet like parachute while two people run underneath to fetch soccer ball,many people raise large sheet of fabric above their heads,the group of people is holding large sheet,two men are playing in the air,0.37151909989293497,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,1.2778269941762074e-231
31,3694555931_7807db2fb4.jpg,two girls playing in mud in small pool,two people mud wrestling,two woman are mud wrestling in kiddie pool,two women in mudfight,two women mud-wrestle in blue wading-pool,two children are playing in the water,0.5714285714285714,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,8.286571670851008e-155
32,3694991841_141804da1f.jpg,long haired drummer plays music outdoors,man with long hair and tattoos plays drum outdoors,musician plays drum while his hair covers his face and tattoos dot his arms,tatooed person shakes their hair and beats drum,the drummer beats the drums at an outdoor concert,man in blue shirt is sitting on the grass,0.2222222222222222,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.2508498911928379e-231
33,3695064885_a6922f06b2.jpg,lady walking her dog through an obstacle course while other people are in the background,small tan and white dog and trainer running an obstacle course,woman is guiding brown dog around an obstacle course,woman with hat is leading small dog through an obstacle course,the woman is leading dog through an obstacle course,dog is jumping over hurdle,0.17973158564688863,9.997901319273777e-309,9.997901319273777e-309,9.997901319273777e-309,6.510101141652543e-232
34,3695517194_2a6b604cb2.jpg,black soccer male soccer player in purple uniform with soccer ball on his head and white male soccer player in white uniform behind him,man in purple bumps the soccer ball with his head while man in white battles with him,man on the purple team heading the ball in game against the white team,two guys colliding while playing soccer,two guys playing ball and making faces,man in red shirt and white shirt is standing on the street,0.423240862445307,0.2308586522428947,1.8834843577582417e-308,1.8834843577582417e-308,7.672986702014274e-155
35,3695949492_27ca3892fd.jpg,two dogs holding opposite ends of toy with their mouths swimming,two grey dogs are carrying stick in the water,two grey dogs swimming in lake to retrieve white toy,two identical brown dogs side by side holding something white in both their mouths,two similar brown dogs share holding white toy while swimming,dog is running through the water,0.2021768865708778,0.1213061319425267,1.3495755153097447e-308,1.3495755153097447e-308,4.597292750167502e-155
36,3696246123_99d4d10140.jpg,dog leaps high for yellow ball as another dog waits below on grass,these two dogs are outside with one on the ground and one jumping in the air to get ball,two dog play with ball while one makes big jump,two dogs play with ball in field,two dogs play with tennis ball in field,dog is running in the air,0.5643211499270759,0.33859268995624564,0.2116204312226535,1.8834843577582417e-308,5.253283993027542e-78
37,3696698390_989f1488e7.jpg,bicyclist wearing helment riding down steep ramp,bike rider catches air near ramp,bmx rider in midair,man wearing green shirt is jumping his bicycle off ramp,cyclist in green shirt doing trick on wooden ramp,man in red shirt is riding bike on the dirt path,0.6363636363636364,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,7.49201355438059e-155
38,3697003897_d8ac13be9a.jpg,man wearing inline skates is skating down cement wall,rollerblader is sliding down railing,skater slides down wall beside long staircase,teenage boy is riding skateboard on the stone handrail of flight of outdoor steps,the in-line skater slides down the wall,skateboarder is jumping on skateboard,0.6,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.6034157163765524e-231
39,3697153626_90fb177731.jpg,boy holding rope,boy in plaid shirt plays with string,boy wearing green checked shirt is standing by tree with piece of rope,boy with rope in the woods,the boy under the tree holding rope,girl in blue shirt is standing on the ground,0.5555555555555556,0.25,0.14285714285714285,2.2250738585072626e-308,4.583829695130767e-78
40,3697359692_8a5cdbe4fe.jpg,boy is sitting in car seat in the backseat of car,boy making face while sitting in his car seat,boy sitting in car making surprised face,young boy is buckled into car seat making silly face,the young boy with silly face is buckled in car seat,two children are sitting on the street,0.2857142857142857,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.331960397810445e-231
41,3697378565_7060d9281a.jpg,line of women dressed in colorful gowns standing on round stage,several women wearing bright dresses are in competition,several young women in tropical clothing stand on stage,women line up on state in festive dresses in front of an audience,young women in dresses standing on stage,man in red shirt is standing on the street,0.3333333333333333,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,6.7393716283177006e-155
42,3697379772_40d831392b.jpg,man playing white guitar and singing as well,man plays his white guitar,tattooed man in black playing white guitar and singing,man singing and playing guitar,this guitarist is performing,two men are playing in the air,0.24767939992862334,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,1.154647032204335e-231
43,3697456750_460aea7252.jpg,girls fighting on karate competition,two girls are kicking each other in martial arts uniforms,two people are performing karate at tournament,two woman are doing karate,two women in their karate uniforms kick at one another,man in white shirt is jumping to catch ball,0.09942659075715217,1.991083571408152e-308,1.991083571408152e-308,1.991083571408152e-308,9.412234823955334e-232
44,3697675767_97796334e4.jpg,bicycle rider flies over hill while competitor is not far behind,dirt bike racer jumping off hill with another racer not far behind,motocross rider is slightly airborne on competition circuit jump,person is riding dirt bike in race on dirt track,dirtbike rider jumps over hill of racetrack,man riding bike on dirt path,0.5643211499270759,0.16929634497812282,1.8834843577582417e-308,1.8834843577582417e-308,7.629999090858336e-155
45,369802520_9825f2cd84.jpg,fluffy little dog running through the snow,an ash colored dog is walking forward in the snow,small dog walking through the snow,small tan dog runs through the snow,tan dog is walking through snow,dog is running in the snow,1.0,0.6,0.25,2.2250738585072626e-308,7.600793306264725e-78
46,3698607223_22fe09763a.jpg,man in shorts skis down hill,man in summer clothing skiing on thin snow,skier is skiing down the snow wearing white shirt and black shorts,people in summer clothing racing down snowy hill,skiers are competing,man in red jacket is standing on the snow,0.6666666666666666,0.25,2.2250738585072626e-308,2.2250738585072626e-308,9.53091075863908e-155
47,3698944019_825ef54f2f.jpg,blonde toddler in white shirt and green pants standing at wooden fence,blond little boy is standing by fence,blond toddler in green trousers peeks through fence,toddler in green shorts is standing by wooden fence,toddler walks along fence,girl in red shirt is standing on the grass,0.4444444444444444,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,7.241926111174567e-155
48,3699318394_6193f2c8e0.jpg,man on the left with his mouth open while the man on the right is raising his hand,man wearing blue shirt and headphones around his neck raises his arm,near snowflake sign man sits while another stands wearing badge and headphones,the man in the blue shirt wearing headphones around his neck is sitting next to the man who is working at computer,two men playing on computer,man in blue shirt is sitting in front of table,0.49123845184678916,0.272910251025994,1.8217363958297824e-308,1.8217363958297824e-308,8.167155382413152e-155
49,3699522388_2333f01f40.jpg,bald man in black wetsuit flips leaps in the air on surfboard holds on to waterskiing handle,man doing trick on wakeboard,person waterskiing in river with large wall in the background,wakeboarder soars through the air,male performing water sports acrobatics while being pulled by boat,man is jumping into the air,0.5,0.2,2.2250738585072626e-308,2.2250738585072626e-308,8.38826642100846e-155
50,3699763582_f28c5130dd.jpg,bald man climbing rocks,bald shirtless man rock climbing,man climbing up rocky cliff,man with no shirt on is rock climbing,rock climber scales mountain,man in blue shirt is standing on rock,0.625,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.619863157690489e-231
51,3700004668_99c3e3f55b.jpg,boy with his mouth wide open dressed in yellow life jacket and goggles in water with man next to him,father and child enjoy the water,man and child wearing yellow life vest look up from the water,an open mouthed child in goggles and yellow life vest poses with smiling man,man and boy wearing life jacket in water posing for picture,two children are playing in the water,0.42857142857142855,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,7.711523862191631e-155
52,3700322513_50f0d45bfa.jpg,bike rider jumps through the air while being filmed,guy on bike jumps high into the air while another person takes his picture,man is taking picture of bicyclist performing trick in the air,man on bmx bike catches massive air while someone is taking picture,shadowed cyclist jumps over camera at sunset as shadowed photographer films,man is standing on the ground,0.4043537731417556,0.1213061319425267,1.3495755153097447e-308,1.3495755153097447e-308,5.467133248249545e-155
53,3700346840_bb80d622f7.jpg,bird has its wings spread very wide and is standing on rocks,bird takes off surrounded by large rocks,grey bird flies over the water by some rocks,large duck in flight over rocky stream,seabird is flying over rocks,bird is flying in the air,0.8333333333333334,0.2,2.2250738585072626e-308,2.2250738585072626e-308,9.53091075863908e-155
54,3700554247_9824ae6f3a.jpg,bird with long orange bill drinks water,an egret stretches his neck to eat things out of the still water,white crane looks for food in the water,the white bird stands in water near tall reeds,the white crane is searching for food in pond,the man is jumping over the water,0.42857142857142855,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,7.711523862191631e-155
55,3701226275_952547ba0f.jpg,boy is posing with metal ladle in each hand,boy with yellow shirt and light brown shorts is posing with long dipping spoon in each hand,man in orange holds soup ladles and makes funny face,young man holds hammer shaped object in the air with one hand and similar shaped object in the other while making funny expression,young man in an orange shirt brandishes two ladles,man in blue shirt and white shirt is sitting on the floor,0.5,0.18181818181818182,2.2250738585072626e-308,2.2250738585072626e-308,8.190757052088229e-155
56,3701249979_8bc757e171.jpg,two children carry flowers as they walk along grassy track,two children hold hands and flowers,two children in jackets walking down dirt road carrying flowers,two children walk along path holding purple flowers,two girl walk town dirt road holding flowers,girl in red shirt is standing on the grass,0.2222222222222222,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.2508498911928379e-231
57,3701291852_373ea46bb6.jpg,boy and girl are standing on the edge of lake at sunset,two children are walking by pond,two figures are walking by pond,two people are silhouetted against lake reflecting painted sky,two people silhouetted against lake at sunset,two children are playing in the water,0.5714285714285714,0.3333333333333333,0.2,2.2250738585072626e-308,5.395774370246974e-78
58,3701509233_a2275a4e57.jpg,boat floats in the water,boat with red and white sail in body of water in the back of this scene,ship with red and white sail is in body of water,boat sails in rough water,distant boat with striped sail sailing between two land masses,man in white and white and white and white boat,0.4,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,6.8489908526642754e-155
59,3701544312_b2e4e9813d.jpg,group of people pulling on rope,three girls tug rope,three people are mountain climbing and the lady in front has long hair,three people are pulling rope on hillside,three women on one side of tug-of-war,two men are standing on the street,0.42857142857142855,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.4740564900137075e-231
60,3701878677_8f2c26227b.jpg,child in an orange t-shirt is riding green bike beside pathway,child in red is riding bicycle,child wearing helmet is riding baby bicycle by side of walk path,little girl is riding her bike on dirt trail,young child is riding bike in the dirt along brick walkway in park,boy in red shirt is standing on the street,0.5555555555555556,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,7.657404561915943e-155
61,3702038926_966fdaa311.jpg,girl runs through an obstacle course outside as some boys watch,group of children on sidewalk by two clear pitchers,four boys and girl on sidewalk and grass,the girl is playing while four boys look on,the girl runs in the grass while others watch,two children are playing in the grass,0.7430381997858699,0.2889592999167272,0.17337557995003636,1.928867353251809e-308,5.176479838379355e-78
62,3702436188_2c26192fd0.jpg,boy wearing white shirt and pink shoelaces jumping on railing,man jumps of the handrail of an outdoor staircase,person on skateboard,skateboarder is balancing on the rail of stairs,teenage boy jumps off rail,skateboarder is jumping over ramp,0.6,0.25,2.2250738585072626e-308,2.2250738585072626e-308,9.283142785759642e-155
63,3702607829_2b8b3e65ab.jpg,two blond hair ladies are sitting on park bench near body of water,two woman sit on park bench,two women are sitting on park bench,two women sitting on bench by the water,two women sitting on wood bench along waterfront edge,two men are sitting on bench,0.8333333333333334,0.6,0.5,2.2250738585072626e-308,8.636168555094496e-78
64,3703035378_c6034cac51.jpg,big sister in pink is giving her little sister piggy back ride,an asian girl is riding piggy back on another girl as they pass some red tape,one child carries another child on her back,one little girl standing with another little girl piggybacking on her back look at an object,two girls in pink shirts looking at fountain from behind red velvet rope,two girls are playing in the air,0.37151909989293497,0.14447964995836363,1.928867353251809e-308,1.928867353251809e-308,6.684949609530091e-155
65,3703107969_175da4b276.jpg,boy performs stunt on bmx bike,man does bicycle trick on concrete obstacle,man doing tricks on bmx bike,an extreme bicyclist is performing jump with his bicycle and rotating the bicycle while he is in the air,person doing trick bike move in skatepark,man in red shirt is riding bike on bike,0.5555555555555556,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.5728604687011317e-231
66,3703413486_3c682732a0.jpg,boy sticks an aligator puppet out of camper van window,two boys looking out the window of an rv,two boys peer out the window of rv while one holds stuffed toy,two children peek out the window of an rv with pet snake,two young boys lean out the window of white rv with their stuffed toy snake,man in red shirt is standing on the street,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.0518351895246305e-231
67,3703960010_1e4c922a25.jpg,man and woman sit back to back on bench in front of building with colorful painted door,man and woman sit back-to-back on bench outside storefront,man and woman sitting back-to-back outside building,man and woman sitting back to back outside in the sun,two people are sitting on bench outside of decorative building,two children are sitting on bench,0.7054014374088451,0.5078890349343684,0.423240862445307,0.28216057496353797,0.4548019047027907
68,370442541_60d93ecd13.jpg,couple and their baby feed pigeons at park,family sits at park while birds fly around,large flock of pigeons is swarming at man,man and woman and young child surrounded by various birds,man sitting on park bench watching pigeons,man in red shirt is sitting on the ground,0.4444444444444444,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,7.241926111174567e-155
69,3704431444_f337ec2b90.jpg,black and brown dog runs along the sand avoiding an oncoming wave,dog is running parallel with the ocean waves,dog running in the surf,dog runs on the shore,the dog runs next to the crashing waves of the ocean,black dog is running in the water,0.7430381997858699,0.5779185998334544,0.3467511599000727,1.928867353251809e-308,7.320647992786978e-78
70,3704698586_a42c25d0c1.jpg,bikers racing an orange cone in front,men race their bikes on road,three bicyclists race around curve,three bicyclists turn on curve,three people on bikes racing through the orange cones,man riding bike on the street,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.384292958842266e-231
71,3704995657_e2e114083d.jpg,man riding snow machine topples over,person on snowmobile,person rides snowmobile over the snow and does stunt,snowmobiler riding snowmobile with front end up in the air,someone riding snowmobile pops wheelie,man in red jacket is riding the ski on the snow,0.5454545454545454,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,7.208781414766327e-155
72,3705430840_e108de78bf.jpg,balding man wearing blue is riding unicycle on paved road,man in blue shirt rides unicycle on the street,man riding unicycle down paved road,man wearing blue checkered shirt rides unicycle in the street,man wearing long sleeved blue shirt and jeans is riding unicycle down street,boy in blue shirt is riding his bike on the street,0.7272727272727273,0.5,0.2222222222222222,2.2250738585072626e-308,6.511781295909997e-78
73,3705688385_47651205d3.jpg,shirtless boy throwing something with the sunlight low on the water,young boy in swimsuit throws rock into the water,young man throws something in the water,boy throwing something into the ocean,the man is making throwing motion while standing on the shore,man in blue shirt is standing on the beach,0.6666666666666666,0.25,0.14285714285714285,2.2250738585072626e-308,4.797597231912944e-78
74,3705976184_53ae07e898.jpg,lady and her large brown and black dog out for run in grassy place,woman and her black and brown dog running through field in the woods,woman in white shirt is running with dog in the grass,woman is running with dog in grassy field with trees in the background,woman running through grassy area with brown and black dog,man in blue shirt is running in the grass,0.6959861353000654,0.44741965840718484,0.255668376232677,1.991083571408152e-308,6.309871835555244e-78
75,370614351_98b8a166b9.jpg,man with mohawk with his arms in the air,man with multicolored hair wearing weird outfit,person in kilt and sports jersey and mohawk is in store,punk rocker buys computer ink in the big-box store,the man with the eccentric clothing and hair poses in store,man in red shirt and red shirt is standing in front of the street,0.42857142857142855,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.4740564900137075e-231
76,3706356018_28f62290e8.jpg,group of children in the ride called frog hopper,group of children on the frog hopper ride at fair,five children on white-metal midair ride called the frog hopper,five little kids are on ride called the frog hopper,little kids are on an amusement park ride,two children are sitting on the sidewalk,0.4953587998572467,0.14447964995836363,1.928867353251809e-308,1.928867353251809e-308,7.183445846156676e-155
77,3706653103_e777a825e4.jpg,bicyclist wearing helmet jumping trick on his back tire,guy on his bike doing truck on rocky beach,man is performing trick on bicycle at rocky beach,man on white bike doing tricks on rocky ground,man pops wheelie on bike on rocky beach,man is riding bike on the hill,0.4953587998572467,0.2889592999167272,1.928867353251809e-308,1.928867353251809e-308,8.542604910486144e-155
78,3707077198_efd6aa808d.jpg,man skateboarding at skateboarding park which is covered in graffiti,person in the air while skateboarding in front of wall of graffiti,skateboarder jumping on graffiti-covered ramp,boy on skateboard in midair at skate park,the skateboarder jumps over the ramp,man in blue shirt is jumping over skateboard,0.75,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.6954057018456463e-231
79,370713359_7560808550.jpg,an empty seat at mexican themed restaurant,red colored diner features dark red chairs,crowded mexican restaurant empty chair in foreground,many people sit in mexican restaurant,people are sitting in cheery mexican restaurant,man in red shirt is sitting in front of building,0.3,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,6.373704167435469e-155
80,3707283973_5cdaa39340.jpg,people walking through garden in large city,people walking through garden in the middle of city,three people are walking in park with flowers,three people on walk down cement path beside field of wildflowers with skyscrapers in the background,three people walking in park right outside of the city,group of people are standing on the street,0.625,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,8.15394372921771e-155
81,3707738261_777075e885.jpg,girl in pink coat plays in the leaves,girl in pink coat throws leaves in the air,little girl in pink jacket throwing some leafs up in the air,little girl in pink jacket throws leaves over her head in front of fence,young girl in pink coat throwing leaves into the air,girl in red shirt is standing on the ground,0.3333333333333333,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,6.7393716283177006e-155
82,3707990914_843e8f15f1.jpg,girl in pink and yellow on pink and orange surfboard cuts through the wave,surfer rides the wave,woman in yellow shirt surfs on pink surfboard,woman on surfboard rides wave,the girl catches wave on her pink surfboard,man is in the water,0.4,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,1.4488496539373276e-231
